"","PID","DECADE","NHGISNAM","NHGISST","NHGISCTY","ICPSRST","ICPSRCTY","ICPSRNAM","STATENAM","ICPSRSTI","ICPSRCTYI","ICPSRFIP","STATE","COUNTY","PID.1","X_CENTROID","Y_CENTROID","GISJOIN","GISJOIN2","SHAPE_AREA","SHAPE_LEN","bio1_mean","bio2_mean","bio3_mean","bio4_mean","bio5_mean","bio6_mean","bio7_mean","bio8_mean","bio9_mean","bio10_mean","bio11_mean","bio12_mean","bio13_mean","bio14_mean","bio15_mean","bio16_mean","bio17_mean","bio18_mean","bio19_mean"
"325",325,"2000","Henry/Rives","290","0830","34","830","HENRY/RIVES","Missouri",34,830,0,"290","0830",2334,190970.47414175,101422.04284407,"G2900830","2900830",1897309515.1,178737.311798,163.225806451613,137.774193548387,33.5483870967742,9130.35483870968,363.41935483871,-42.1612903225806,405.548387096774,214.451612903226,40.1290322580645,278.032258064516,40.1290322580645,1030.1935483871,124.838709677419,41.8709677419355,31.1612903225806,340.806451612903,144.677419354839,298.322580645161,144.677419354839
"326",326,"2000","Seminole","130","2530","44","2530","SEMINOLE","Georgia",44,2530,0,"130","2530",1337,1058212.58133169,-671088.11959378,"G1302530","1302530",664505970.044,132869.787751,222.555555555556,140.222222222222,45,6286.88888888889,368,60,308.111111111111,299.555555555556,182.444444444444,299.555555555556,138,1348.44444444444,153.888888888889,59.2222222222222,25.1111111111111,411.888888888889,226.222222222222,411.888888888889,328.333333333333
"327",327,"2000","Sampson","370","1630","47","1630","SAMPSON","North Carolina",47,1630,0,"370","1630",1125,1586770.45283209,-133363.47566937,"G3701630","3701630",2453915512.14,275956.760437,190.833333333333,132.611111111111,40.3611111111111,7025.58333333333,346.305555555556,21.9722222222222,324.472222222222,275.083333333333,147.583333333333,279.083333333333,96.8611111111111,1306.72222222222,176.805555555556,66.0833333333333,29.6388888888889,456,217.666666666667,453.444444444444,266.111111111111
"328",328,"2000","Hampshire","250","0150","3","150","HAMPSHIRE","Massachusetts",3,150,0,"250","0150",2761,1891313.8448164,775556.77634264,"G2500150","2500150",1412658152.98,279700.843618,118.375,126.166666666667,33.2916666666667,8598.66666666667,307.291666666667,-66.375,373.75,225.291666666667,116.416666666667,225.291666666667,0.166666666666667,1340.83333333333,139.875,97.9166666666667,10.25,383.708333333333,307.791666666667,383.708333333333,316.958333333333
"329",329,"2000","Starke","180","1490","22","1490","STARKE","Indiana",22,1490,0,"180","1490",838,776025.84976972,461876.47913199,"G1801490","1801490",808883732.945,124825.533983,136.818181818182,120.454545454545,30.8181818181818,9093.45454545455,329.363636363636,-53.5454545454545,382.909090909091,250.636363636364,12.9090909090909,250.636363636364,12.9090909090909,1029.36363636364,102.272727272727,58.6363636363636,14.8181818181818,292.454545454545,204.272727272727,292.454545454545,204.272727272727
"330",330,"2000","Jefferson","220","0510","45","510","JEFFERSON","Louisiana",45,510,0,"220","0510",2856,568544.0524821,-848606.49956543,"G2200510","2200510",957448523.334,728572.800605,229.8,103.2,38.5,5787.3,350.7,86.8,264,295.3,195.9,299.3,151.2,1525.3,175.4,70.7,21.2,492.1,295.2,448.3,376
"331",331,"2000","Morgan","170","1370","21","1370","MORGAN","Illinois",21,1370,0,"170","1370",745,492340.09856899,263336.77441736,"G1701370","1701370",1482155424.37,189522.140857,152.826086956522,125.130434782609,32,9047.95652173913,345.565217391304,-39.3913043478261,384.869565217391,154.565217391304,29.9130434782609,265.652173913043,29.9130434782609,972.913043478261,114.434782608696,48.7826086956522,22.2608695652174,309.217391304348,168.913043478261,258.826086956522,168.913043478261
"332",332,"2000","Utah","490","0490","67","490","UTAH","Utah",67,490,0,"490","0490",1429,-1317837.07205988,402463.32614239,"G4900490","4900490",5545098180.86,480150.672191,109.809523809524,153.309523809524,38.8214285714286,8231.5119047619,322.071428571429,-67.8809523809524,389.928571428571,53.1904761904762,197.547619047619,215.416666666667,1.83333333333333,492.154761904762,66.0714285714286,19.5714285714286,27.9642857142857,169.428571428571,83.1547619047619,86.2619047619048,143.285714285714
"333",333,"2000","Gibson","180","0510","22","510","GIBSON","Indiana",22,510,0,"180","0510",796,727938.41041367,123241.27138958,"G1800510","1800510",1292543718.84,234703.959057,165.65,125.45,33.25,8651.1,349.8,-20.15,370.05,165.85,227.2,274.4,49.15,1151.4,131.35,66.7,20.15,374.45,221.15,270.75,270.5
"334",334,"2000","Lincoln","210","1370","51","1370","LINCOLN","Kentucky",51,1370,0,"210","1370",63,991231.75958645,54194.25774115,"G2101370","2101370",871459762.969,149463.936725,162.666666666667,129.5,36.25,7850.66666666667,332.25,-18.4166666666667,350.833333333333,163.5,207.916666666667,260,56.1666666666667,1342.66666666667,136.833333333333,70.8333333333333,14.8333333333333,386.333333333333,279.5,342.583333333333,333.5
"335",335,"2000","Alleghany","510","0050","40","50","ALLEGHANY","Virginia",40,50,0,"510","0050",2714,1388406.59156994,149300.1071761,"G5100050","5100050",1154273976.79,222355.604208,143.882352941176,141.647058823529,40.0588235294118,7500.47058823529,317.529411764706,-31.1764705882353,348.588235294118,231.941176470588,65.6470588235294,237.882352941176,42.8823529411765,1137.70588235294,120.705882352941,76.2352941176471,14.4705882352941,330.823529411765,237.117647058824,327,239.058823529412
"336",336,"2000","Clinton","210","0530","51","530","CLINTON","Kentucky",51,530,0,"210","0530",27,959170.06348911,-31680.61830122,"G2100530","2100530",532350397.572,113977.263255,165.111111111111,137.111111111111,38.6666666666667,7663.33333333333,335.333333333333,-16.1111111111111,351.555555555556,166.333333333333,221,260.777777777778,61.4444444444444,1385.44444444444,143.888888888889,71.2222222222222,14.7777777777778,381.888888888889,284,352.666666666667,359
"337",337,"2000","Orleans","360","0730","13","730","ORLEANS","New York",13,730,0,"360","0730",2489,1427252.67417819,777896.08119293,"G3600730","3600730",1018200300.7,130123.981017,124.642857142857,104.142857142857,28.7142857142857,8718.64285714286,308.357142857143,-48.0714285714286,356.428571428571,195.285714285714,11.7142857142857,234.214285714286,7.14285714285714,898.214285714286,90.7142857142857,61.2857142857143,10.2142857142857,244,198.214285714286,242.428571428571,198.5
"338",338,"2000","Stephens","480","4290","49","4290","STEPHENS/BUCHANAN","Texas",49,4290,0,"480","4290",1608,-264233.24722549,-529028.45865658,"G4804290","4804290",2386655575.08,195271.979289,210.933333333333,147.966666666667,38.1,8360.96666666667,393.7,9.66666666666667,384.1,260.2,98.2333333333333,315.633333333333,98.2333333333333,705.033333333333,91.3,32.3666666666667,33.6666666666667,240.766666666667,102.9,212.433333333333,102.9
"339",339,"2000","Price","550","0990","25","990","PRICE","Wisconsin",25,990,0,"550","0990",2545,439259.3105623,927569.39155007,"G5500990","5500990",3311038838.57,232783.629,84.8163265306122,123.408163265306,27.7551020408163,10483.8979591837,295.857142857143,-140.285714285714,436.142857142857,198.551020408163,-63.2040816326531,210.571428571429,-63.2040816326531,872.632653061224,111.081632653061,26.6734693877551,38.3469387755102,318.040816326531,100.591836734694,305.897959183673,100.591836734694
"340",340,"2000","Bates","290","0130","34","130","BATES","Missouri",34,130,0,"290","0130",2159,143878.61287022,86125.70117566,"G2900130","2900130",2205031514.95,229661.147186,166,136.607142857143,32.9285714285714,9241.17857142857,367.321428571429,-41.3571428571429,408.785714285714,218.035714285714,40.7857142857143,281.607142857143,40.7857142857143,1032.25,129,40.8928571428571,33.9642857142857,342.035714285714,136.714285714286,308.678571428571,136.714285714286
"341",341,"2000","Brookings","460","0110","37","110","BROOKINGS","South Dakota",37,110,0,"460","0110",1985,-62826.7824861,769004.92584056,"G4600110","4600110",2084298528.07,184893.033728,102.622222222222,128.688888888889,27.0666666666667,11379.3111111111,330.977777777778,-133.111111111111,464.066666666667,219.066666666667,-54.9555555555556,242.377777777778,-54.9555555555556,627.555555555556,86.0222222222222,12.8,49.1333333333333,246.844444444444,47.4444444444444,231.933333333333,47.4666666666667
"342",342,"2000","Jenkins","130","1650","44","1650","JENKINS","Georgia",44,1650,0,"130","1650",3054,1302223.66747113,-430307.92294419,"G1301650","1301650",912850366.233,123133.370991,207.846153846154,142.307692307692,43,6625.23076923077,363.538461538462,38.2307692307692,325.384615384615,290.461538461538,165.230769230769,290.461538461538,119.307692307692,1211,133.923076923077,50.7692307692308,26.3076923076923,397,201.307692307692,397,272.538461538462
"343",343,"2000","White","180","1810","22","1810","WHITE","Indiana",22,1810,0,"180","1810",2863,763724.90728888,400913.85635957,"G1801810","1801810",1317783364.9,170166.521604,138.842105263158,122.947368421053,31.3684210526316,9096.42105263158,332.052631578947,-53.5789473684211,385.684210526316,232.578947368421,14.8421052631579,252.263157894737,14.8421052631579,1003.26315789474,100.210526315789,56.6315789473684,16.3157894736842,287.368421052632,199.421052631579,286.736842105263,199.473684210526
"344",344,"2000","Finney","200","0550","32","550","FINNEY","Kansas",32,550,0,"200","0550",1023,-411634.72605711,71268.54859448,"G2000550","2000550",3373758438.53,272945.091804,157.044444444444,167.533333333333,37.4666666666667,9626.11111111111,377.955555555556,-61.8888888888889,440.022222222222,256.422222222222,32.7555555555556,282.155555555556,32.7555555555556,464.177777777778,71.8444444444444,10.8888888888889,54.5333333333333,203.422222222222,39.8888888888889,193.866666666667,39.8888888888889
"345",345,"2000","Clatsop","410","0070","72","70","CLATSOP","Oregon",72,70,0,"410","0070",718,-2115636.28553059,1258865.31578198,"G4100070","4100070",2150261824.76,525473.294759,111.95,96.85,45.675,4198.1,233.8,23.325,210.4,70.225,164.55,169.725,63.325,2460.975,430.25,27.775,70.525,1249.95,139.45,147.7,1117.5
"346",346,"2000","Wichita","200","2030","32","2030","WICHITA","Kansas",32,2030,0,"200","2030",1,-461839.90473583,123052.7277682,"G2002030","2002030",1861014310.51,173985.738718,149.2,175.84,39,9557.32,376.44,-69.68,446.08,248.24,26.6,274.32,26.6,416.32,66.8,10.2,56.44,185.2,33.88,172.28,33.88
"347",347,"2000","Collier","120","0210","43","210","COLLIER","Florida",43,210,0,"120","0210",287,1473176.97789928,-1152313.11826021,"G1200210","1200210",5289834990.48,1156746.83826,252.848484848485,113.590909090909,51.8636363636364,3714.45454545455,349.878787878788,133.060606060606,216.787878787879,296.227272727273,207.666666666667,296.424242424242,202.060606060606,1419.39393939394,233.833333333333,38.7727272727273,62.2878787878788,633.863636363636,138.015151515152,631.833333333333,140.181818181818
"348",348,"2000","Ransom","380","0730","36","730","RANSOM","North Dakota",36,730,0,"380","0730",1172,-127686.62434703,1001779.44725825,"G3800730","3800730",2238042276.12,193261.687795,90.5777777777778,133.511111111111,27,11901.9777777778,330.422222222222,-153.488888888889,483.844444444444,213.022222222222,-72.7333333333333,236.022222222222,-72.7333333333333,535.022222222222,76.7111111111111,13.5555555555556,51.7555555555556,215.2,43.5333333333333,211.622222222222,43.5333333333333
"349",349,"2000","Kerr","480","2650","49","2650","KERR","Texas",49,2650,0,"480","2650",1950,-322556.62514393,-824881.22735246,"G4802650","4802650",2868889200.3,263278.47459,213.416666666667,145.5,42.9444444444444,6876.69444444444,368.944444444444,32.7777777777778,336.222222222222,274.472222222222,135.361111111111,296.083333333333,119.444444444444,727.5,127.75,30.1666666666667,44.3888888888889,264.388888888889,105.5,256.611111111111,108.666666666667
"350",350,"2000","Hertford","370","0910","47","910","HERTFORD","North Carolina",47,910,0,"370","0910",1093,1679717.7578074,40811.62136194,"G3700910","3700910",927917897.76,177086.06208,179.375,129.0625,38.1875,7343.4375,342.625,9.125,333.625,267.0625,137.5625,272.5,81.5,1253.625,151.4375,69.75,21.4375,400.0625,239.25,391.75,276.25
"351",351,"2000","Appanoose","190","0070","31","70","APPANOOSE","Iowa",31,70,0,"190","0070",331,262190.17997501,367759.78072491,"G1900070","1900070",1337325627.51,146665.821855,142.3,125.9,30.25,9702.4,346.65,-63.15,409.9,244.1,8.9,263.3,8.9,907.35,110.6,33.55,34,296.15,115.25,282.85,115.25
"352",352,"2000","Van Buren","190","1770","31","1770","VAN BUREN","Iowa",31,1770,0,"190","1770",991,339022.67465007,371788.01006623,"G1901770","1901770",1270511899.85,145873.598614,145.8,127.8,30.55,9678.85,351.05,-60.2,411.2,254.8,12.25,266.55,12.25,920.9,108.05,34.05,30.65,295.2,128.55,276.3,128.6
"353",353,"2000","Chautauqua","200","0190","32","190","CHAUTAUQUA","Kansas",32,190,0,"200","0190",1008,-21586.78834283,-39185.25672938,"G2000190","2000190",1670099449.09,166468.238382,178.958333333333,144.5,34.5,9155.95833333333,382.208333333333,-29.9166666666667,412,234,57.2083333333333,295.5,57.2083333333333,933.833333333333,121.958333333333,29.6666666666667,36.5833333333333,304.708333333333,109.541666666667,275.75,109.541666666667
"354",354,"2000","Cedar","310","0270","35","270","CEDAR","Nebraska",35,270,0,"310","0270",2189,-102129.70397876,571781.29584055,"G3100270","3100270",1931625984.54,187268.180719,127.4375,136.375,30.40625,10625.71875,347.8125,-93.65625,441.53125,236.46875,-16.6875,260.65625,-16.6875,602.0625,89.5,13.375,43.8125,228.71875,58.6875,197.84375,58.6875
"355",355,"2000","Lafayette","120","0670","43","670","LAFAYETTE","Florida",43,670,0,"120","0670",307,1232010.21641739,-755801.71011457,"G1200670","1200670",1419131677.3,193275.528024,226.1875,138.1875,46.375,5700.1875,361.25,66.6875,294.5625,293.375,192.5,295.4375,148.8125,1280.4375,174.4375,48.3125,39.1875,492.3125,181.8125,488.1875,261.1875
"356",356,"2000","Crawford","290","0550","34","550","CRAWFORD","Missouri",34,550,0,"290","0550",2322,408436.91504017,63463.93690961,"G2900550","2900550",1926400103.48,191381.352035,161.241379310345,149.137931034483,36.7931034482759,8483.06896551724,356.862068965517,-42.3103448275862,399.275862068966,164.206896551724,45.4827586206897,267.275862068966,45.4827586206897,1040.20689655172,116.655172413793,58.5172413793103,18.3793103448276,321.862068965517,204.931034482759,253.793103448276,204.931034482759
"357",357,"2000","Jackson","460","0710","37","710","JACKSON","South Dakota",37,710,0,"460","0710",2011,-451553.73188001,706770.47343938,"G4600710","4600710",4846461714.52,329151.06774,126.194444444444,157.916666666667,34.1527777777778,10448.3888888889,366.986111111111,-88.6527777777778,455.625,231.444444444444,8.40277777777778,261.569444444444,-9.90277777777778,421.097222222222,69.8611111111111,8.44444444444444,56.8194444444444,187.388888888889,30.3611111111111,156.055555555556,31.8333333333333
"358",358,"2000","Mcintosh","130","1910","44","1910","MCINTOSH","Georgia",44,1910,0,"130","1910",1311,1374721.14454032,-564974.88906746,"G1301910","1301910",1168646735.77,537447.912697,218.642857142857,114.357142857143,38.9285714285714,6137.92857142857,354.214285714286,65.5,288.857142857143,291.642857142857,182.428571428571,294.571428571429,137,1307.42857142857,183.571428571429,48.2142857142857,40.0714285714286,515.785714285714,190.5,475.428571428571,233.571428571429
"359",359,"2000","De Witt","480","1230","49","1230","DE WITT","Texas",49,1230,0,"480","1230",1694,-132237.15620589,-938219.71059885,"G4801230","4801230",2358156277.06,212610.066429,237.838709677419,133.677419354839,42.4516129032258,6307.48387096774,383.741935483871,72.1935483870968,311.548387096774,286.806451612903,165.709677419355,313.354838709677,150.774193548387,823,114.193548387097,38.9354838709677,32.5806451612903,276.193548387097,141.096774193548,244.161290322581,159.290322580645
"360",360,"2000","Kossuth","190","1090","31","1090","KOSSUTH","Iowa",31,1090,0,"190","1090",374,144976.96331601,640043.59474953,"G1901090","1901090",2523631775.87,208578.254574,118.028571428571,121.714285714286,27.6,10797.0857142857,329.857142857143,-104.257142857143,434.114285714286,239.714285714286,-32.7714285714286,249.428571428571,-32.7714285714286,771.514285714286,95.9428571428571,18.7714285714286,40.5142857142857,272.371428571429,78.9714285714286,271.114285714286,78.9714285714286
"361",361,"2000","Knox","290","1030","34","1030","KNOX","Missouri",34,1030,0,"290","1030",2677,325286.61516879,301142.57050783,"G2901030","2901030",1312531543.41,146085.581024,149.68,129.08,31.32,9411.48,351,-53.72,404.84,235.8,20.2,266.96,20.2,949.64,113.72,36.32,30.2,299.04,135.08,277.64,135.08
"362",362,"2000","Columbia","410","0090","72","90","COLUMBIA","Oregon",72,90,0,"410","0090",2898,-2074667.98831426,1241286.64132238,"G4100090","4100090",1766017325.85,219018.475432,118.862068965517,105.758620689655,41.9310344827586,5170.1724137931,267.655172413793,18.448275862069,249.241379310345,64.0689655172414,185.103448275862,188.965517241379,57.1034482758621,1782.27586206897,312.758620689655,19.551724137931,69.6206896551724,912.344827586207,110.586206896552,115.034482758621,810.827586206897
"363",363,"2000","Franklin","370","0690","47","690","FRANKLIN","North Carolina",47,690,0,"370","0690",2541,1571718.08671982,-11877.90657876,"G3700690","3700690",1280984874.55,172860.913859,179.263157894737,141.315789473684,40.2105263157895,7400.47368421053,350.263157894737,4.42105263157895,345.894736842105,267.421052631579,133.421052631579,273.578947368421,81.0526315789474,1219.78947368421,135.210526315789,72.5263157894737,19.6315789473684,380.157894736842,231.105263157895,369.789473684211,268.052631578947
"364",364,"2000","Tate","280","1370","46","1370","TATE","Mississippi",46,1370,0,"280","1370",2287,550216.80220472,-301558.27302142,"G2801370","2801370",1064360956.72,193947.455104,192.692307692308,127.153846153846,36.0769230769231,7848.61538461538,362.076923076923,14.9230769230769,347.153846153846,194.307692307692,247.923076923077,290.846153846154,87.4615384615385,1331.76923076923,147.461538461538,65.6923076923077,23.1538461538462,428.538461538462,241.615384615385,263.384615384615,366.076923076923
"365",365,"2000","Mckean","420","0830","14","830","MCKEAN","Pennsylvania",14,830,0,"420","0830",2914,1429876.95745957,614120.13188323,"G4200830","4200830",2548981256.94,213431.790632,105.511627906977,127.209302325581,34.3953488372093,8218.97674418605,290.418604651163,-74.1395348837209,364.651162790698,206.279069767442,-8.30232558139535,206.279069767442,-8.65116279069767,1227.04651162791,127.348837209302,79.5581395348837,13.4651162790698,361.976744186047,259.162790697674,361.976744186047,259.162790697674
"366",366,"2000","Auglaize","390","0110","24","110","AUGLAIZE","Ohio",24,110,0,"390","0110",3046,986386.415702,404239.35137364,"G3900110","3900110",1040444338.66,170116.088571,138.461538461538,119.153846153846,31.0769230769231,9007.53846153846,326.923076923077,-48.5384615384615,375.461538461538,135.538461538462,16.2307692307692,251,16.2307692307692,970,103.538461538462,59.2307692307692,18.4615384615385,291.384615384615,195.384615384615,271.461538461538,195.384615384615
"367",367,"2000","Dickey","380","0210","36","210","DICKEY","North Dakota",36,210,0,"380","0210",1149,-193943.12297207,964867.83904524,"G3800210","3800210",2956830705.23,231067.680464,92.9166666666667,136.895833333333,27.8541666666667,11830.0208333333,335.791666666667,-148,483.75,168.083333333333,-61.2916666666667,238.458333333333,-68.9791666666667,541.3125,76.75,14.1666666666667,51.375,218.458333333333,45.4583333333333,202.375,45.5416666666667
"368",368,"2000","Cross","050","0370","42","370","CROSS","Arkansas",42,370,0,"050","0370",115,471232.45368649,-233922.30279054,"G0500370","0500370",1611850213.04,165757.98561,194.578947368421,127.368421052632,34.6315789473684,8171.57894736842,371.789473684211,9.36842105263158,362.421052631579,197.894736842105,296.578947368421,296.578947368421,83.6315789473684,1224.36842105263,137.789473684211,66.4736842105263,23.4210526315789,398.315789473684,231.210526315789,231.210526315789,317.473684210526
"369",369,"2000","Polk","550","0950","25","950","POLK","Wisconsin",25,950,0,"550","0950",1935,278228.66042545,895429.94879303,"G5500950","5500950",2476712202.35,237908.920011,98.5641025641026,124.282051282051,26.9487179487179,11084.4615384615,317.461538461538,-135.589743589744,453,228.410256410256,-57.974358974359,231.076923076923,-57.974358974359,870.153846153846,118.794871794872,26.6666666666667,41.5641025641026,323.538461538462,92.6410256410256,323.435897435897,92.6666666666667
"370",370,"2000","Fergus","300","0270","64","270","FERGUS","Montana",64,270,0,"300","0270",2951,-1003157.26141194,1159855.75713374,"G3000270","3000270",11267280447.5,616248.578994,94.4484536082474,154.89175257732,36.2680412371134,9048.13402061856,319.664948453608,-102.170103092784,421.814432989691,157.489690721649,-18.5,211.711340206186,-23.1701030927835,436.407216494845,83.2216494845361,15.0412371134021,54.8350515463918,195.536082474227,53.5412371134021,148.989690721649,53.6752577319588
"371",371,"2000","Martinsville City","510","6900","40","6900","MARTINSVILLE","Virginia",40,6900,0,"510","6900",1797,1421773.72713186,29412.06530958,"G5106900","5106900",28509629.2249,29503.5056259,166,141,40,7460,337,-10,346,255,82,260,66,1263,138,78,17,383,253,366,267
"372",372,"2000","Sarasota","120","1150","43","1150","SARASOTA","Florida",43,1150,0,"120","1150",400,1358484.57628651,-1051265.40722869,"G1201150","1201150",1498332905.36,401045.618493,247.363636363636,117.227272727273,49.9545454545455,4204.09090909091,352.136363636364,119.681818181818,232.409090909091,296.318181818182,201.5,296.590909090909,189.772727272727,1406.22727272727,241.590909090909,37.6363636363636,61,662.272727272727,166.636363636364,616.954545454545,194.909090909091
"373",373,"2000","Le Flore","400","0790","53","790","LE FLORE","Oklahoma",53,790,0,"400","0790",682,117491.93562223,-290413.7714362,"G4000790","4000790",4164786162.97,319761.849865,195.587301587302,147.238095238095,36.968253968254,8428.96825396825,391.365079365079,-1.71428571428571,393.126984126984,197.222222222222,83.4126984126984,302.507936507937,83.4126984126984,1156.84126984127,143.428571428571,65.2539682539683,22.2063492063492,363.507936507937,224.206349206349,265.507936507937,224.222222222222
"374",374,"2000","Miami-Dade","120","0860",NA,NA,"Miami-Dade","Florida",0,0,0,"120","0860",387,1559029.76720563,-1194510.4338639,"G1200860","1200860",5130531913.35,795021.531216,257.596774193548,94.5,49.3064516129032,3346.8064516129,343.241935483871,154.064516129032,189.145161290323,292.290322580645,212.258064516129,297.258064516129,212.258064516129,1522.51612903226,238.870967741935,42.6451612903226,56.6612903225806,604.403225806452,150.91935483871,582.161290322581,150.91935483871
"375",375,"2000","Union","170","1810","21","1810","UNION","Illinois",21,1810,0,"170","1810",764,590393.09223272,17733.62645187,"G1701810","1701810",1093310597.91,148853.149415,169.785714285714,127.642857142857,33.7857142857143,8612.21428571429,354.5,-19.4285714285714,373.857142857143,171.571428571429,229.928571428571,278,53.4285714285714,1194.92857142857,136,69,19,381.428571428571,236.285714285714,265.285714285714,296.857142857143
"376",376,"2000","Pettis","290","1590","34","1590","PETTIS","Missouri",34,1590,0,"290","1590",2679,233777.68906353,140990.74377642,"G2901590","2901590",1777621358.99,173726.591858,159.52,131,31.92,9243.48,358.04,-45,403.12,211.84,33.96,275.24,33.96,1012.96,124.04,42.04,30.32,336.24,144.56,286.56,144.56
"377",377,"2000","Cedar","290","0390","34","390","CEDAR","Missouri",34,390,0,"290","0390",2315,187123.1361061,27194.30488466,"G2900390","2900390",1291132295.12,152094.318894,166.2,141.65,34.3,8957.8,366.15,-39.7,405.85,216.3,45.4,279.15,45.4,1066.5,123.15,44.05,28.15,339.6,164,292.35,164
"378",378,"2000","Peach","130","2250","44","2250","PEACH","Georgia",44,2250,0,"130","2250",1325,1133557.26854077,-478909.29841082,"G1302250","1302250",392277225.624,118493.32781,206.75,137.25,42.25,6734.75,358.5,38.5,319.75,132.5,174.75,290.5,116.5,1192.5,140,55.25,23.75,356,209.75,344.5,312.75
"379",379,"2000","Sandoval","350","0430","66","430","SANDOVAL","New Mexico",66,430,0,"350","0430",2449,-972537.82659447,-147296.00739962,"G3500430","3500430",9620149551.48,511095.715734,129.230215827338,177.956834532374,44.9928057553957,7800.13669064748,333.510791366906,-57.8776978417266,391.402877697842,221.755395683453,127.978417266187,229.942446043165,30.3381294964029,327.604316546763,57.431654676259,15.0359712230216,48.0935251798561,142.561151079137,50.3525179856115,126.014388489209,62.6618705035971
"380",380,"2000","Suffolk","360","1030","13","1030","SUFFOLK","New York",13,1030,0,"360","1030",2502,1915375.60127112,612931.886721,"G3601030","3601030",2416127466.9,1329776.7386,145.205128205128,97.5128205128205,30.1025641025641,7814.02564102564,307.820512820513,-10.3076923076923,318.102564102564,231.307692307692,176.948717948718,244.74358974359,43.4358974358974,1333.5641025641,155.769230769231,94.1025641025641,14.6153846153846,371.025641025641,295.820512820513,369.128205128205,329.230769230769
"381",381,"2000","Waushara","550","1370","25","1370","WAUSHARA","Wisconsin",25,1370,0,"550","1370",2561,538641.66496525,759311.40842659,"G5501370","5501370",1650820867.97,171868.724869,110.25,121.208333333333,28.125,10154,319.375,-101.416666666667,420.875,223.125,-30.4583333333333,235.375,-30.4583333333333,839.541666666667,100.916666666667,29.625,33.8333333333333,292.958333333333,104.75,275.208333333333,104.75
"382",382,"2000","Crook","560","0110","68","110","CROOK","Wyoming",68,110,0,"560","0110",2568,-678107.8083345,823727.94448229,"G5600110","5600110",7434473930.33,348273.636015,104.308333333333,155.083333333333,35.275,9616.71666666667,336.083333333333,-97.4,433.408333333333,152.908333333333,-16.3916666666667,229.7,-20.6833333333333,420.866666666667,71.2166666666667,14.0916666666667,50.35,184.841666666667,48.175,136.508333333333,48.475
"383",383,"2000","Clay","290","0470","34","470","CLAY","Missouri",34,470,0,"290","0470",2318,134906.57566675,204039.58502928,"G2900470","2900470",1058953090.14,152551.26135,161.5,125.666666666667,30.8333333333333,9445,358.833333333333,-42.0833333333333,400.916666666667,230.833333333333,34,279.833333333333,34,956.416666666667,125.416666666667,35.0833333333333,38,318.833333333333,118.833333333333,302.833333333333,118.833333333333
"384",384,"2000","Franklin","130","1190","44","1190","FRANKLIN","Georgia",44,1190,0,"130","1190",1279,1161852.38150296,-271659.65814647,"G1301190","1301190",689891519.854,126070.964621,186.363636363636,136.727272727273,41,7037.18181818182,346.727272727273,17.0909090909091,329.636363636364,108.909090909091,140.818181818182,274.818181818182,93.0909090909091,1434.18181818182,168.909090909091,90.5454545454545,17.1818181818182,422.272727272727,293.363636363636,365.818181818182,364.181818181818
"385",385,"2000","Cass","480","0670","49","670","CASS/DAVIS","Texas",49,670,0,"480","0670",1670,153668.95874993,-493499.40386395,"G4800670","4800670",2487312797.91,275273.734207,215.5,139.533333333333,37.1666666666667,8141.26666666667,396.666666666667,27.2666666666667,369.4,253.666666666667,287.733333333333,318.333333333333,106.866666666667,1131.93333333333,120.533333333333,70.8666666666667,16.3,323.966666666667,241.866666666667,254.5,291.566666666667
"386",386,"2000","New Castle","100","0030","11","30","NEW CASTLE","Delaware",11,30,0,"100","0030",276,1718758.77604834,417391.13774833,"G1000030","1000030",1121606309.14,220727.126765,159.333333333333,116.333333333333,33.2666666666667,8110.73333333333,334.133333333333,-10.9333333333333,345.2,256.266666666667,114.4,262.666666666667,51.7333333333333,1236.73333333333,133.733333333333,74.8666666666667,17.7333333333333,379.666666666667,254.133333333333,372,265.866666666667
"387",387,"2000","Whatcom","530","0730","73","730","WHATCOM","Washington",73,730,0,"530","0730",1843,-1887228.25565014,1519304.14703239,"G5300730","5300730",5603005010.88,529977.268532,80.5894736842105,95.0947368421053,35.2736842105263,5969.64210526316,234.610526315789,-32.6631578947368,267.389473684211,13.9473684210526,158.042105263158,159.631578947368,7.86315789473684,1450.06315789474,235.031578947368,35.9789473684211,57.3789473684211,683.568421052632,140.831578947368,145.621052631579,603.610526315789
"388",388,"2000","Bristol City","510","5200","40","5200","BRISTOL","Virginia",40,5200,0,"510","5200",1778,1221978.62693902,-9686.99102044,"G5105200","5105200",34097323.3861,48533.4124602,155,139,41,7282,320,-17,337,228,110,246,58,1233,127,72,15,354,246,351,278
"389",389,"2000","Modoc","060","0490","71","490","MODOC","California",71,490,0,"060","0490",3020,-2022969.28743969,722867.85645685,"G0600490","0600490",10886543213.5,422948.625923,102.105882352941,167.523529411765,45.0058823529412,7046.89411764706,316.517647058824,-51.4588235294118,368.017647058824,25.7235294117647,194.882352941176,195.052941176471,18.1823529411765,402.323529411765,56.0470588235294,9.38235294117647,48.0823529411765,161.717647058824,36.7058823529412,37.3235294117647,153.905882352941
