state,county,fips,pop2012,yieldchange,mortchange,energychange,laborlowchange,laborhighchange,coastaldamage,crimepropertychange,crimeviolentchange,totaldamage
IN,Wabash County,18169,32428,-27.4784584,-0.5712311864,9.562366486,-0.1953309327,-1.491600871,,1.263679624,3.640518188,1.887099981
IN,Warren County,18171,8386,-38.30701828,6.974737644,11.45700932,-0.2206443697,-1.573563218,,1.179686666,3.592283726,3.810899973
IN,Warrick County,18173,60439,-48.96157837,13.23994827,12.70390034,-0.3076482415,-1.872941494,,0.6224676967,3.063456297,4.786200047
IN,Washington County,18175,27925,-39.65977859,9.731448174,12.07463741,-0.2108466923,-1.701040626,,0.7872232795,3.321065187,5.881499767
IN,Wayne County,18177,68371,-26.70290184,2.072729588,10.57536793,-0.1801910102,-1.414713025,,1.132419825,3.609392881,3.092900038
IN,Wells County,18179,27678,-21.22132111,0.7587356567,10.36386967,-0.1633400172,-1.294886708,,1.40348053,3.770685911,2.173099995
IN,White County,18181,24408,-30.53891182,2.341979742,10.0822897,-0.1865867823,-1.467722416,,1.15484345,3.630460262,2.728399992
IN,Whitley County,18183,33270,-11.54603863,-3.837645531,8.850798607,-0.1448384672,-1.199388266,,1.484969258,3.825747013,0.8576200008
IA,Adair County,19001,7515,-41.28560257,8.418394089,10.16356754,-0.2509722412,-1.630147696,,1.414161921,3.81981492,3.846199989
IA,Adams County,19003,3904,-31.13451004,1.683931351,9.420091629,-0.2271144092,-1.441270471,,1.561343789,3.937223673,1.610900044
IA,Allamakee County,19005,14131,-29.93461418,-0.451151371,9.275341988,-0.1693211049,-1.273754716,,1.874818444,4.085121155,1.703299999
IA,Appanoose County,19007,12711,-28.77469826,4.826756477,9.563329697,-0.2185562402,-1.365878463,,1.495635867,3.914093256,3.57069993
IA,Audubon County,19009,5876,-26.41284752,-2.765953541,8.187368393,-0.2049385458,-1.431801677,,1.711031675,3.952085972,0.9897999763
IA,Benton County,19011,25861,-26.70877647,0.3733418882,9.068846703,-0.204073593,-1.381753325,,1.718283892,3.985813379,1.654999971
IA,Black Hawk County,19013,131660,-29.64383698,-0.8576421738,8.599284172,-0.2240474075,-1.437459826,,1.736466646,3.887679338,1.857499957
IA,Boone County,19015,26234,-26.90620422,-2.127644062,8.60154438,-0.2094197273,-1.405502319,,1.706813335,3.903599739,1.386899948
IA,Bremer County,19017,24463,-30.11365891,-0.8985555768,8.599284172,-0.2240474075,-1.437459826,,1.736466646,3.887679338,1.449499965
IA,Buchanan County,19019,20942,-21.10923767,-3.498886108,8.125427246,-0.1937348992,-1.300465584,,1.857875586,4.002030849,0.9249100089
IA,Buena Vista County,19021,20548,-22.83584404,-2.896256924,8.704713821,-0.1860672832,-1.342562199,,1.786905527,3.894531965,1.156100035
IA,Butler County,19023,14977,-20.30722046,-3.740281582,8.483074188,-0.1877686828,-1.278861284,,1.873297572,3.941438437,0.9042599797
IA,Calhoun County,19025,9910,-24.41911316,-4.884452343,8.575828552,-0.2056334466,-1.417275667,,1.758513212,3.911825895,0.8357099891
IA,Carroll County,19027,20674,-31.95260429,-1.268133521,8.704977989,-0.226546824,-1.503685355,,1.685605884,3.830149889,1.522600055
IA,Cass County,19029,13720,-37.93497086,0.292467922,8.692464828,-0.2621532977,-1.638578176,,1.50282383,3.792340279,2.165400028
IA,Cedar County,19031,18425,-29.96722412,2.084759235,9.35627079,-0.216009602,-1.402593851,,1.648949265,3.930891991,1.950999975
IA,Cerro Gordo County,19033,43711,-19.33843613,-6.796584129,7.415819168,-0.1982115805,-1.279962659,,1.916345477,3.955206871,0.2574599981
IA,Cherokee County,19035,11981,-30.52255058,-4.806508541,7.847809792,-0.2343586385,-1.504471064,,1.679021478,3.811963558,0.7488899827
IA,Chickasaw County,19037,12270,-9.113195419,-7.892943859,7.402217388,-0.1790831238,-1.153416157,,2.030174732,4.096530914,-0.1456699967
IA,Clarke County,19039,9340,-29.05446434,3.034861565,9.46986866,-0.2226505578,-1.401290298,,1.507615805,3.934734106,2.869100094
IA,Clay County,19041,16563,-24.4966507,-5.388300419,8.01860714,-0.2281566411,-1.3694942,,1.834233999,3.837382317,0.6530799866
IA,Clayton County,19043,17934,-31.04309464,-6.085902214,7.048727512,-0.1949814707,-1.353732109,,1.782974958,3.954816103,0.2840000093
IA,Clinton County,19045,48723,-18.43061066,-5.341393471,7.79310751,-0.1849889457,-1.220829725,,1.823011398,3.992955446,0.4498099983
IA,Crawford County,19047,17306,-38.51022339,1.998850942,9.45241642,-0.2505827248,-1.562058091,,1.60265255,3.8000319,2.359200001
IA,Dallas County,19049,72121,-33.00556946,-0.09600685537,8.914464951,-0.2325555831,-1.511601925,,1.613230348,3.844639063,1.479699969
IA,Davis County,19051,8709,-34.76559067,5.976020813,10.05208969,-0.2395123541,-1.446854591,,1.387347698,3.825468779,4.010200024
IA,Decatur County,19053,8250,-32.35938263,1.882513165,8.774121284,-0.2479553521,-1.487368822,,1.36828053,3.813474178,3.200299978
IA,Delaware County,19055,17572,-21.97157097,-4.699224949,7.491063118,-0.1800149083,-1.225758553,,1.849701047,3.986010551,0.5301300287
IA,Des Moines County,19057,40271,-35.9368782,7.910605907,10.41355515,-0.2260733098,-1.44732523,,1.416231036,3.768848181,3.005199909
IA,Dickinson County,19059,16965,-18.28649521,-7.746075153,7.548288345,-0.2082910687,-1.311755776,,1.86738348,3.949839592,0.007393599954
IA,Dubuque County,19061,95147,-21.88821411,-3.981627226,8.424467087,-0.1691190004,-1.11947,,1.883488655,4.061795235,0.7220500112
IA,Emmet County,19063,9997,-17.19480515,-9.033130646,7.559361935,-0.1989717633,-1.256196618,,1.878660798,3.918282747,-0.2711400092
IA,Fayette County,19065,20794,-14.43893623,-6.72358799,7.429586411,-0.1770320684,-1.196853161,,1.984587431,4.056232929,0.1894000024
IA,Floyd County,19067,16136,-15.57104778,-4.780788422,8.127250671,-0.1744551957,-1.221643925,,1.943642974,4.038086414,0.8701199889
IA,Franklin County,19069,10526,-23.02106094,-4.66072607,8.11468029,-0.2005782276,-1.339097023,,1.861650229,3.867006779,0.5171399713
IA,Fremont County,19071,7134,-42.12739182,7.918291569,10.31506538,-0.2862699926,-1.639082909,,1.40625155,3.748428822,3.237299919
IA,Greene County,19073,9161,-32.86286545,-0.5298194289,8.802158356,-0.2375995666,-1.553022981,,1.625076294,3.855723381,1.878100038
IA,Grundy County,19075,12423,-20.96319389,-3.469786167,8.266289711,-0.1894105822,-1.314711213,,1.793640733,3.957475185,0.725030005
IA,Guthrie County,19077,10771,-33.49330902,-1.323313355,8.423987389,-0.241943717,-1.520775557,,1.584552526,3.863094091,1.612400055
IA,Hamilton County,19079,15308,-25.27235031,-4.005352497,7.895485401,-0.2104459405,-1.398146391,,1.719355464,3.906141758,0.6776900291
IA,Hancock County,19081,11164,-14.18734837,-6.584255219,7.810339928,-0.1883309782,-1.212252617,,1.967960238,3.991448641,0.1141600013
IA,Hardin County,19083,17378,-25.21560669,-4.458611965,8.148182869,-0.2123048604,-1.364274502,,1.795199037,3.880189896,0.7000799775
IA,Harrison County,19085,14520,-41.10174942,2.368049145,9.129071236,-0.2772965729,-1.669870853,,1.523849964,3.748869181,2.723400116
IA,Henry County,19087,20112,-40.86402512,8.512662888,10.58028984,-0.2454251796,-1.561421752,,1.328531027,3.735136509,4.11590004
IA,Howard County,19089,9582,-7.799086094,-10.83178711,6.547721386,-0.166258797,-1.169318199,,2.057204008,4.117551804,-0.9412599802
IA,Humboldt County,19091,9733,-26.93377686,-3.211796284,8.396170616,-0.2304169536,-1.423048973,,1.752455592,3.825570345,1.022099972
IA,Ida County,19093,7091,-34.78967285,-1.862180352,8.340269089,-0.2456873208,-1.597054958,,1.619299889,3.830415249,1.265599966
IA,Iowa County,19095,16206,-26.35566711,-0.3324164748,8.752038002,-0.2034743279,-1.348813295,,1.661598802,3.980555773,1.370100021
IA,Jackson County,19097,19689,-34.71546555,-1.542005301,8.649688721,-0.2379875779,-1.408715606,,1.652859807,3.79675293,1.597800016
IA,Jasper County,19099,36544,-30.22219276,0.4879794717,9.185424805,-0.2254999429,-1.433645487,,1.645355344,3.950088501,2.185400009
IA,Jefferson County,19101,17084,-42.96601486,7.927628517,10.59095192,-0.2657115459,-1.644491076,,1.311902881,3.708678961,4.050700188
IA,Johnson County,19103,136910,-43.80507278,3.604750633,10.50473785,-0.2619146407,-1.668308854,,1.384411335,3.784700632,2.656199932
IA,Jones County,19105,20619,-24.61360359,-4.084002018,7.450029373,-0.2083135396,-1.325450659,,1.768842936,3.959884167,1.076400042
IA,Keokuk County,19107,10398,-30.5722599,2.823554039,9.504499435,-0.221265316,-1.404473305,,1.588705182,3.951381445,2.223700047
IA,Kossuth County,19109,15351,-14.16935158,-6.839320183,7.810339928,-0.1883309782,-1.212252617,,1.967960238,3.991448641,0.1120200008
IA,Lee County,19111,35622,-43.77417374,12.8467741,11.00119877,-0.2203919739,-1.504278302,,1.27630496,3.698461771,5.745399952
IA,Linn County,19113,215210,-35.73179245,3.418452263,9.834274292,-0.2266056985,-1.495908022,,1.55606091,3.861929178,2.405800104
IA,Louisa County,19115,11327,-30.16592407,3.048081875,9.549993515,-0.2073085457,-1.399800897,,1.565013766,3.920090675,2.651499987
IA,Lucas County,19117,8764,-31.25271606,0.5222740173,8.535669327,-0.2361465693,-1.451984286,,1.48767972,3.883954287,2.298199892
IA,Lyon County,19119,11760,-31.13327789,-4.528952122,7.960947037,-0.2606848478,-1.513764024,,1.77231884,3.818386555,0.6016499996
IA,Madison County,19121,15627,-31.56406593,1.833465576,9.320841789,-0.2274263203,-1.46878767,,1.528332949,3.933220863,2.209300041
IA,Mahaska County,19123,22417,-32.00481415,1.656726241,9.167176247,-0.2209704071,-1.42488265,,1.534788489,3.923812151,2.673599958
IA,Marion County,19125,33378,-35.48933029,5.131342888,9.912947655,-0.2339287698,-1.448298812,,1.483184934,3.872359514,3.137300014
IA,Marshall County,19127,41058,-26.45410919,-2.163481474,8.349151611,-0.2039874792,-1.365751028,,1.69416368,3.937644482,1.62530005
IA,Mills County,19129,14881,-45.85807037,5.396506786,10.01439381,-0.3197872639,-1.76721096,,1.366541266,3.684901953,2.999500036
IA,Mitchell County,19131,10727,-13.08078289,-6.376859665,7.898682594,-0.1748700738,-1.175535679,,2.019445419,4.089457989,0.1800500005
IA,Monona County,19133,9142,-28.34361267,-1.779203057,8.958702087,-0.2032387108,-1.402839541,,1.73278749,3.94912076,1.659500003
IA,Monroe County,19135,8071,-30.57677078,4.415516853,9.563329697,-0.2185562402,-1.365878463,,1.495635867,3.914093256,3.134599924
IA,Montgomery County,19137,10558,-44.58525085,7.730762005,9.869000435,-0.2909286916,-1.711973071,,1.400995851,3.740753174,4.122799873
IA,Muscatine County,19139,42905,-42.55002213,7.508937359,10.4425106,-0.2399898171,-1.58711946,,1.382551789,3.80242753,3.585500002
IA,O'Brien County,19141,14163,-32.26509476,0.5316442847,9.254555702,-0.2272124887,-1.518578291,,1.75214076,3.865072012,1.774199963
IA,Osceola County,19143,6190,-17.50351715,-9.233021736,7.517060757,-0.2121649832,-1.340387344,,1.871551394,3.969056845,-0.1531099975
IA,Page County,19145,15751,-47.68313599,9.923381805,10.4436121,-0.3140480816,-1.726679802,,1.333913088,3.674999237,4.37830019
IA,Palo Alto County,19147,9281,-16.99182892,-8.612979889,7.953307629,-0.1965715289,-1.24811542,,1.907552958,3.909102201,0.09036500007
IA,Plymouth County,19149,24881,-32.09619141,-2.285225153,8.424077988,-0.2440390885,-1.55483222,,1.711339831,3.855291128,1.188500047
IA,Pocahontas County,19151,7161,-29.81210899,-3.529876232,8.657139778,-0.2291771173,-1.522681952,,1.774526119,3.786222219,1.070299983
IA,Polk County,19153,443980,-40.19705582,2.070723295,9.401665688,-0.2700829506,-1.619529247,,1.504528761,3.770377874,2.228300095
IA,Pottawattamie County,19155,92918,-47.48895264,5.732479572,9.951199532,-0.2950973511,-1.6880759,,1.404742599,3.678511143,3.84800005
IA,Poweshiek County,19157,18759,-22.654459,-4.113034248,7.699267387,-0.1949876547,-1.302111506,,1.673772693,4.004124165,0.8357599974
IA,Ringgold County,19159,5085,-31.09723091,3.58677721,9.372122765,-0.2271728963,-1.414673567,,1.42167604,3.903461218,2.851399899
IA,Sac County,19161,10162,-25.08084488,-7.221572399,7.828785419,-0.2113590091,-1.444272399,,1.749128819,3.839231968,0.3807600141
IA,Scott County,19163,168830,-40.27552414,4.403682232,10.08970737,-0.2475371361,-1.539258242,,1.441597819,3.768197298,2.66989994
IA,Shelby County,19165,12071,-37.93060303,2.331648588,9.45241642,-0.2505827248,-1.562058091,,1.591109633,3.801296473,2.285900116
IA,Sioux County,19167,34348,-40.07012177,0.277350992,8.706875801,-0.2678849399,-1.712036848,,1.603711486,3.766918182,1.93840003
IA,Story County,19169,91721,-24.15683746,-1.039520979,8.763424873,-0.1931515932,-1.327536225,,1.776090145,3.975193024,1.596500039
IA,Tama County,19171,17526,-22.54155731,-2.968137026,8.319242477,-0.2052626461,-1.276116252,,1.726051688,3.991898298,0.947420001
IA,Taylor County,19173,6223,-39.80315399,6.274383068,10.05404854,-0.2737442553,-1.58256793,,1.350471616,3.788063765,3.679399967
IA,Union County,19175,12591,-30.91556931,1.637851238,9.420091629,-0.2271144092,-1.441270471,,1.561343789,3.937223673,2.588799953
IA,Van Buren County,19177,7454,-46.71792221,10.95581436,10.37680054,-0.3018008173,-1.775797606,,1.12198925,3.514254332,5.35340023
IA,Wapello County,19179,35349,-34.42966843,5.492861271,9.881382942,-0.2421581298,-1.473500967,,1.460760355,3.843761683,3.539599895
IA,Warren County,19181,46950,-31.84716415,1.541460633,9.320841789,-0.2274263203,-1.46878767,,1.528332949,3.933220863,2.251699924
IA,Washington County,19183,21921,-34.64813614,3.531902313,9.442134857,-0.2487212569,-1.524042487,,1.491282344,3.845364332,2.447400093
IA,Wayne County,19185,6355,-30.09579659,0.6728117466,8.535669327,-0.2361465693,-1.451984286,,1.48767972,3.883954287,2.194200039
IA,Webster County,19187,37253,-26.87038422,-3.241633415,8.396170616,-0.2304169536,-1.423048973,,1.740596652,3.830728531,1.367599964
IA,Winnebago County,19189,10626,-16.68441772,-6.031983852,8.018614769,-0.1840576231,-1.226583838,,1.947859645,3.988568068,0.4771600068
IA,Winneshiek County,19191,21036,-29.37244415,-2.480526924,7.998916626,-0.1871038228,-1.43574512,,1.787653089,3.989511967,1.206500053
IA,Woodbury County,19193,102330,-41.55888748,0.6635445952,8.88828373,-0.2855923474,-1.722002864,,1.497589946,3.766507387,2.673000097
IA,Worth County,19195,7519,-4.108771801,-10.05655575,7.191602707,-0.1729359329,-1.108478785,,2.080506802,4.138960361,-0.6517900229
IA,Wright County,19197,13008,-24.55631828,-5.008582115,7.895485401,-0.2104459405,-1.398146391,,1.725673556,3.904308081,0.846750021
KS,Allen County,20001,13341,-33.29481888,20.67401314,11.63424397,-0.3065592051,-1.629791975,,0.8059273958,3.38495636,7.115200043
KS,Anderson County,20003,7918,-38.01918793,19.31244278,11.63424397,-0.3065592051,-1.629791975,,0.7972057462,3.388874769,6.293200016
KS,Atchison County,20005,16800,-45.41746521,14.07969379,11.16468716,-0.2801791131,-1.590336323,,1.164592385,3.624650717,6.286300182
KS,Barber County,20007,4880,22.23005295,27.41497803,11.86703873,-0.3873780966,-1.591441512,,0.4284783602,2.555826426,6.745200157
KS,Barton County,20009,27553,3.791973352,20.55831909,12.36367607,-0.3956702054,-1.725666761,,0.5956094265,2.835999012,5.206200123
KS,Bourbon County,20011,14859,-43.41099548,25.01116753,12.27926254,-0.3430921733,-1.725654006,,0.7256812453,3.141979456,8.83769989
KS,Brown County,20013,9888,-48.6913414,13.45115566,10.80560207,-0.3339399099,-1.73865366,,1.142307043,3.474463463,5.402900219
KS,Butler County,20015,65756,-25.90641594,10.5416584,11.31258202,-0.3004640937,-1.560882568,,0.8410975933,3.356678486,3.913300037
KS,Chase County,20017,2750,-35.40304947,17.9545784,11.60986423,-0.3258268535,-1.625277042,,0.8211531639,3.29131341,3.403100014
KS,Chautauqua County,20019,3566,-30.2786808,32.07982635,11.9910183,-0.3545340598,-1.710067868,,0.5572936535,3.005619049,7.319300175
KS,Cherokee County,20021,21224,-33.74721527,25.02499962,12.29119492,-0.3261089921,-1.709703684,,0.6711502671,3.170612812,8.286499977
KS,Cheyenne County,20023,2675,20.59080696,5.443979263,9.657588005,-0.3601464927,-1.593575597,,0.8552179933,3.030111551,2.788000107
KS,Clark County,20025,2174,27.62574959,20.90189743,11.86244011,-0.3819072843,-1.614435077,,0.5039792061,2.57377696,5.613399982
KS,Clay County,20027,8517,-17.50331688,15.73613262,11.33073902,-0.3493798673,-1.66968441,,0.9356059432,3.195178747,4.340799809
KS,Cloud County,20029,9392,-0.79716748,17.62917328,11.17583847,-0.3387580812,-1.620283008,,1.047145963,3.349383116,6.640100002
KS,Coffey County,20031,8506,-34.38798523,17.23253059,11.75413704,-0.2963040471,-1.605629563,,0.7936885357,3.389155149,4.626100063
KS,Comanche County,20033,1908,24.23368073,35.57708359,12.44201851,-0.3849839568,-1.694160104,,0.4638498724,2.665234566,10.74100018
KS,Cowley County,20035,36264,-3.018976212,18.9630928,11.8166256,-0.3416469693,-1.640748382,,0.6464181542,3.065325737,6.324999809
KS,Crawford County,20037,39361,-40.58504486,22.2664547,12.30855465,-0.3324368596,-1.679069519,,0.6977030039,3.157092094,8.734800339
KS,Decatur County,20039,2881,12.12255669,8.303925514,10.26003551,-0.3208764493,-1.536868215,,0.982619822,3.172744036,3.160700083
KS,Dickinson County,20041,19758,-2.542084694,20.21947479,12.08294964,-0.3920285702,-1.693007231,,0.7715871334,2.995073318,5.975500107
KS,Doniphan County,20043,7877,-47.25632477,10.58683014,10.87594223,-0.2844314575,-1.66134429,,1.159067392,3.632915258,5.147600174
KS,Douglas County,20045,113340,-43.96956635,6.81876421,11.11226559,-0.2945146263,-1.608345389,,0.9778330922,3.481060028,4.103000164
KS,Edwards County,20047,2974,-19.22532845,26.1715374,12.44201851,-0.3849839568,-1.694160104,,0.4608105421,2.661605358,6.164400101
KS,Elk County,20049,2669,-38.13024521,29.05263138,11.69268322,-0.3513109684,-1.702817559,,0.6277602911,3.078809738,8.899299622
KS,Ellis County,20051,29090,26.0788784,11.28196526,11.43007755,-0.3524128199,-1.572110295,,0.8238976598,2.979883432,3.598099947
KS,Ellsworth County,20053,6465,25.21355247,15.88467979,11.40301228,-0.3507381082,-1.617645621,,0.8807802796,3.114316225,5.118100166
KS,Finney County,20055,37130,12.14177799,5.743151188,11.44979668,-0.3778163195,-1.619374156,,0.6950523853,2.864399672,3.069200039
KS,Ford County,20057,34773,4.344827652,10.19363594,11.53537369,-0.3858922124,-1.655101895,,0.6884114742,2.840856075,5.307600021
KS,Franklin County,20059,25878,-39.80674744,13.46574402,11.48953915,-0.3109697402,-1.631333828,,0.8493542671,3.397072554,5.960800171
KS,Geary County,20061,38003,-24.70702553,8.529889107,11.31989956,-0.3452974856,-1.648267388,,0.9384866953,3.253438234,3.672399998
KS,Gove County,20063,2721,16.73049927,11.49040794,10.97084141,-0.352124095,-1.571014047,,0.9132218957,3.048084974,3.746099949
KS,Graham County,20065,2592,4.053609848,17.0112915,11.30741215,-0.361436069,-1.597671747,,0.8138670325,2.943190575,3.783499956
KS,Grant County,20067,7852,7.803542137,7.026908875,10.9124918,-0.3831191361,-1.667628169,,0.6111448407,2.811486244,3.125799894
KS,Gray County,20069,5994,6.137177467,11.79025364,11.53537369,-0.3858922124,-1.655101895,,0.688305378,2.843372583,2.997699976
KS,Greeley County,20071,1266,21.68789673,7.803635597,10.13950825,-0.3544089496,-1.566901565,,0.7442193627,2.917432547,2.133500099
KS,Greenwood County,20073,6446,-44.40025711,27.0043354,11.69268322,-0.3513109684,-1.702817559,,0.6238781214,3.07438612,8.430600166
KS,Hamilton County,20075,2631,24.49999619,14.09663391,10.89037418,-0.3839585483,-1.661396742,,0.5477151275,2.764170408,3.808399916
KS,Harper County,20077,5874,25.34819984,31.48621178,11.92659855,-0.3761456311,-1.616125822,,0.5427256823,2.776057482,6.553299904
KS,Harvey County,20079,34831,-10.18972874,17.07862854,11.63155174,-0.3601562381,-1.613771915,,0.7670753002,3.055262089,4.776000023
KS,Haskell County,20081,4221,0.777517736,8.476602554,11.57345676,-0.3716084063,-1.613769293,,0.7243278027,2.901912212,2.452899933
KS,Hodgeman County,20083,1953,16.59948349,15.06250572,11.53537369,-0.3858922124,-1.655101895,,0.6884114742,2.840856075,4.981900215
KS,Jackson County,20085,13448,-47.17192078,14.50362206,11.63351536,-0.3335663676,-1.718847632,,0.8792670965,3.333043575,5.47329998
KS,Jefferson County,20087,18901,-44.20569992,9.281396866,11.05125809,-0.3089374006,-1.581439376,,1.059749603,3.515703201,4.672699928
KS,Jewell County,20089,3037,6.88332653,12.10966396,10.43168736,-0.321656853,-1.565556765,,1.097494602,3.44781518,3.993400097
KS,Johnson County,20091,559950,-40.84985733,8.738214493,11.6296854,-0.282558322,-1.583288789,,0.9480794072,3.509742975,2.615999937
KS,Kearny County,20093,3976,10.88727856,11.35247803,11.41196251,-0.3619329035,-1.583801985,,0.6350418329,2.771235704,3.368200064
KS,Kingman County,20095,7828,20.32221031,19.06322861,11.56306648,-0.3652208149,-1.613951683,,0.7437623739,2.940593481,5.272299767
KS,Kiowa County,20097,2499,-10.0023632,22.13140678,12.44201851,-0.3849839568,-1.694160104,,0.4550647736,2.665015936,6.631899834
KS,Labette County,20099,21219,-27.11810875,22.6072216,11.83587551,-0.3321509957,-1.693261862,,0.6703301072,3.172031641,7.073500156
KS,Lane County,20101,1700,25.23270988,14.44514751,11.26467228,-0.3622134924,-1.589700699,,0.7278122902,2.901551485,2.687299967
KS,Leavenworth County,20103,77729,-41.3429718,7.730802059,11.05125809,-0.3089374006,-1.581439376,,1.052094221,3.524986744,4.057899952
KS,Lincoln County,20105,3159,17.01131821,19.72475052,11.31150913,-0.363619715,-1.614585161,,0.843311429,3.082627773,6.211699963
KS,Linn County,20107,9481,-33.25613022,15.27510929,11.3809042,-0.2818539143,-1.568608642,,0.8333782554,3.416963816,6.560200214
KS,Logan County,20109,2795,21.39773178,5.496678352,10.18037033,-0.3438332081,-1.522599578,,0.8665728569,3.032083511,2.320499897
KS,Lyon County,20111,33529,-39.1803627,10.64110184,11.48681831,-0.323829174,-1.640528798,,0.8873625398,3.352028131,5.840899944
KS,McPherson County,20113,29341,7.106563568,14.63271809,11.40301228,-0.3507381082,-1.617645621,,0.8884977102,3.115945101,4.349999905
KS,Marion County,20115,12372,-2.429928303,18.91620636,11.50735378,-0.3504799306,-1.605427861,,0.8433542848,3.155630112,6.398499966
KS,Marshall County,20117,10066,-33.71163559,14.34209347,10.77173519,-0.3466708958,-1.698827028,,1.080003619,3.356546164,4.81799984
KS,Meade County,20119,4415,1.978696108,16.47250175,11.53374863,-0.3831805587,-1.64623034,,0.4751712382,2.580603123,3.788000107
KS,Miami County,20121,32605,-41.73644257,12.14159298,11.60108376,-0.3018883169,-1.643299341,,0.8542938232,3.391263962,4.930300236
KS,Mitchell County,20123,6342,16.86219406,19.68579865,11.31150913,-0.363619715,-1.614585161,,0.8495331407,3.074863672,5.418600082
KS,Montgomery County,20125,34433,-35.2389679,26.85448456,12.13719368,-0.3649062216,-1.734992862,,0.577966094,3.054049969,8.80850029
KS,Morris County,20127,5851,-24.24031448,15.20461845,11.47196007,-0.3329265118,-1.638347387,,0.9264442921,3.329751253,5.497099876
KS,Morton County,20129,3139,16.24380493,11.21928501,11.2275753,-0.3904355466,-1.657398224,,0.5810183287,2.71388483,3.81069994
KS,Nemaha County,20131,10104,-43.24820328,12.12858868,10.51627254,-0.3414793611,-1.70290339,,1.137411594,3.487499952,3.72510004
KS,Neosho County,20133,16452,-33.27817917,21.48837852,11.75180531,-0.3325523138,-1.656077266,,0.711155951,3.202120066,8.264100075
KS,Ness County,20135,3085,25.16919899,15.8520422,11.03701115,-0.3584033251,-1.571340919,,0.7905796766,2.97104764,3.69630003
KS,Norton County,20137,5605,-5.647102833,10.91777992,10.87429047,-0.3540903926,-1.600702882,,0.8846682906,3.06739831,4.496799946
KS,Osage County,20139,16173,-43.72021484,15.87156773,11.63351536,-0.3335663676,-1.718847632,,0.876244843,3.33724761,6.466899872
KS,Osborne County,20141,3815,18.17807198,18.67621613,11.45612049,-0.3558574319,-1.636586666,,0.9130036831,3.159295559,5.184500217
KS,Ottawa County,20143,6061,13.67972946,18.79475975,11.82416534,-0.3535903394,-1.613655806,,0.8212102056,3.02883029,6.640699863
KS,Pawnee County,20145,6913,-1.69319737,21.54489708,12.36367607,-0.3956702054,-1.725666761,,0.6000672579,2.819795132,6.882900238
KS,Phillips County,20147,5521,8.53284359,12.65289497,10.87429047,-0.3540903926,-1.600702882,,0.8986921906,3.07115078,3.699399948
KS,Pottawatomie County,20149,22351,-43.6007576,9.033321381,10.87733364,-0.3368353248,-1.664141774,,0.9756529927,3.311456442,3.425600052
KS,Pratt County,20151,9787,-7.094044209,21.91314697,12.51539135,-0.3957239985,-1.64900279,,0.5675475001,2.715598106,6.169099808
KS,Rawlins County,20153,2538,17.97952461,7.624677658,10.44783783,-0.3707505465,-1.562045455,,0.8218186498,2.92786026,2.638299942
KS,Reno County,20155,64217,6.767433643,15.71859169,11.56306648,-0.3652208149,-1.613951683,,0.7305489182,2.959905624,5.838099957
KS,Republic County,20157,4858,-24.47354698,15.69200706,10.90387726,-0.3393666446,-1.640052676,,1.069513202,3.455540419,5.084199905
KS,Rice County,20159,10009,2.940202236,18.40697289,11.43943405,-0.3623075485,-1.608052135,,0.7712052464,2.96263361,6.771100044
KS,Riley County,20161,76297,-24.43973732,4.95157671,10.87733364,-0.3368353248,-1.664141774,,0.9771196842,3.314971209,3.182699919
KS,Rooks County,20163,5197,17.68232918,16.94085312,11.43007755,-0.3524128199,-1.572110295,,0.8070070744,2.983253241,6.072100163
KS,Rush County,20165,3207,21.85134506,19.75742531,11.43007755,-0.3524128199,-1.572110295,,0.818738997,2.976660252,5.694200039
KS,Russell County,20167,6963,25.06111336,19.62834358,11.34758472,-0.3474197984,-1.593908668,,0.8691562414,3.090100288,5.742800236
KS,Saline County,20169,55890,12.68184471,14.20859432,11.82416534,-0.3535903394,-1.613655806,,0.828433454,3.03621316,5.11070013
KS,Scott County,20171,4900,15.67658424,11.54702377,11.26467228,-0.3622134924,-1.589700699,,0.7393164039,2.905515909,3.441400051
KS,Sedgwick County,20173,503820,1.173624158,15.15840721,11.83841705,-0.3575919867,-1.614895463,,0.6598369479,2.93403697,4.374000072
KS,Seward County,20175,23453,2.079311371,9.29564476,11.71373177,-0.3955859244,-1.678868175,,0.4968997836,2.657009602,4.660399914
KS,Shawnee County,20177,178900,-50.76235962,14.09365654,11.63351536,-0.3335663676,-1.718847632,,0.8891428709,3.337100267,5.44810009
KS,Sheridan County,20179,2533,7.997800827,6.474214077,10.26003551,-0.3208764493,-1.536868215,,0.9877444506,3.178003788,2.075799942
KS,Sherman County,20181,6125,13.95691395,3.144031525,9.491942406,-0.3357529938,-1.55308485,,0.9342889786,3.128361464,2.252000093
KS,Smith County,20183,3754,14.52663708,18.95418167,11.45612049,-0.3558574319,-1.636586666,,0.9052763581,3.160127878,6.165400028
KS,Stafford County,20185,4354,-11.25330639,24.95642662,12.51539135,-0.3957239985,-1.64900279,,0.5577788949,2.721385956,7.354300022
KS,Stanton County,20187,2170,7.890053272,9.197378159,11.2275753,-0.3904355466,-1.657398224,,0.5810183287,2.71388483,2.78579998
KS,Stevens County,20189,5737,-1.498157859,8.952245712,10.9124918,-0.3831191361,-1.667628169,,0.6129465103,2.805966616,3.730099916
KS,Sumner County,20191,23706,16.06065941,19.83820152,11.9877367,-0.3686173856,-1.622609258,,0.5924347043,2.861325264,7.051499844
